#type,avg,min,1st,5th,10th,90th,95th,99th,QPS,target
read,3174.7,11992.8,80.2,1074.3,1325.8,3690.8,4016.4,37552.2,3042855.9,3070000
read,3243.5,12142.2,66.3,1114.8,1377.1,3742.2,4113.1,37678.7,3052948.8,3080000
read,3260.4,12380.1,142.0,1138.3,1389.5,3744.9,4103.0,37938.3,3062576.5,3090000
read,3223.1,12538.4,129.1,1181.9,1426.8,3720.9,4043.4,37488.5,3072089.1,3100000
read,3020.7,12780.2,41.1,1014.0,1324.9,3515.7,3889.0,37065.6,3081374.1,3110000
read,2473.9,12990.4,66.3,625.2,863.8,2960.6,3377.6,35749.1,3082950.0,3120000
read,3277.5,13582.8,106.7,1290.1,1546.0,3704.8,4027.3,37659.9,3101483.0,3130000
read,3061.3,14206.7,54.8,1059.6,1379.3,3522.3,3906.2,37142.1,3110123.0,3140000
read,3262.3,14847.5,80.2,1365.4,1593.2,3653.2,3987.7,37636.3,3120645.0,3150000
read,3357.1,15394.0,88.2,1433.4,1689.0,3733.5,4072.7,37697.1,3130042.3,3160000
read,3272.6,15867.5,72.9,1444.1,1674.1,3652.2,3980.7,37441.1,3139701.7,3170000
read,3359.9,16356.7,97.0,1504.1,1733.8,3686.0,4032.6,37807.3,3149860.8,3180000
read,3316.9,13597.6,88.2,1464.2,1717.7,3664.5,3985.9,37571.0,3160134.4,3190000
read,3329.6,13911.1,72.9,1471.4,1726.6,3662.7,3997.0,37648.0,3168921.7,3200000
read,3334.3,14185.1,66.3,1563.1,1800.9,3634.0,3975.3,37632.0,3178457.9,3210000
read,3320.1,11527.7,72.9,1507.9,1731.5,3622.3,3977.2,37794.5,3188733.9,3220000
read,3248.1,9700.0,60.2,1441.5,1721.6,3542.0,3916.4,37533.7,3196310.3,3230000
read,3315.6,9767.0,54.8,1538.2,1798.1,3579.7,3947.6,37616.5,3206660.8,3240000
read,3382.3,9910.7,60.2,1659.9,1874.5,3619.8,3969.9,37905.3,3218299.0,3250000
read,3471.2,10183.4,72.9,1764.1,1949.2,3647.2,3984.1,38045.5,3227611.3,3260000
read,3453.5,10331.0,80.2,1740.5,1933.6,3624.0,3980.3,37846.8,3237429.8,3270000
read,3320.3,10547.9,60.2,1580.1,1822.7,3574.0,3938.1,37613.4,3243545.5,3280000
read,3283.8,11098.2,54.8,1573.5,1797.0,3533.3,3904.7,37726.1,3252877.1,3290000
read,3419.5,6487.8,60.2,1704.1,1897.2,3586.9,3963.5,38047.5,3262899.2,3300000
read,3284.6,6679.3,66.3,1614.2,1839.7,3546.5,3910.7,37533.4,3272347.2,3310000
read,3486.3,6562.4,72.9,1784.6,1955.3,3611.4,3976.6,38141.3,3285427.1,3320000
read,3089.3,6158.7,66.3,1324.3,1622.5,3406.1,3776.2,37163.3,3288073.9,3330000
read,2883.8,6054.2,54.8,1144.7,1469.8,3246.5,3596.6,36498.3,3298470.0,3340000
read,3482.7,5758.2,129.1,1829.1,1979.2,3600.1,3958.9,38223.8,3314893.9,3350000
read,3479.8,5834.7,66.3,1804.5,1963.4,3599.8,3962.3,38025.0,3323859.1,3360000
read,3419.2,6177.3,80.2,1768.7,1935.0,3578.8,3940.3,37855.4,3333472.2,3370000
read,3425.1,5985.6,66.3,1738.5,1913.3,3553.9,3936.8,38119.1,3338440.0,3380000
read,3422.2,5903.7,60.2,1770.6,1937.9,3574.8,3929.4,37786.4,3352547.0,3390000
read,3481.5,5984.0,129.1,1838.2,1978.8,3588.6,3945.3,38043.9,3363949.4,3400000
read,3392.7,5902.5,66.3,1787.0,1942.2,3546.0,3908.5,37795.9,3369240.1,3410000
read,3375.5,6116.4,54.8,1744.8,1911.6,3539.3,3907.0,38051.9,3375850.2,3420000
read,3087.6,5827.2,66.3,1461.2,1701.7,3340.7,3690.8,37114.3,3381756.0,3430000
read,3426.5,6065.4,129.1,1805.0,1954.1,3561.1,3921.0,37975.4,3400168.6,3440000
read,3380.3,6216.8,66.3,1733.1,1904.6,3528.8,3891.0,37896.4,3406949.2,3450000
read,3371.6,6022.4,80.2,1768.5,1926.8,3537.8,3895.4,37620.8,3416383.8,3460000
read,2972.5,6075.7,66.3,1357.7,1606.5,3245.0,3593.5,36775.5,3422075.7,3470000
read,3182.2,6225.7,80.2,1561.2,1755.9,3376.9,3748.3,37628.7,3424379.0,3480000
read,3347.9,6125.3,66.3,1730.5,1889.2,3490.8,3861.9,37942.8,3443081.1,3490000
read,3221.1,6427.5,72.9,1632.0,1807.2,3416.5,3777.0,37518.8,3440587.9,3500000
read,3305.8,6753.0,72.9,1711.0,1873.2,3467.2,3816.6,37742.9,3462457.4,3510000
read,2776.6,6925.6,54.8,927.2,1302.9,3132.0,3505.3,36594.1,3432768.3,3520000
read,3332.8,7175.7,88.2,1757.1,1906.2,3487.4,3830.4,37596.3,3481219.0,3530000
read,3353.6,7594.3,142.0,1745.5,1898.2,3485.9,3854.3,37780.5,3489863.4,3540000
read,3319.8,7825.1,72.9,1741.8,1891.0,3472.9,3825.8,37668.9,3500249.0,3550000
read,3249.6,7861.7,72.9,1676.6,1827.5,3411.9,3779.5,37577.7,3504054.5,3560000
read,3320.9,8167.1,106.7,1739.1,1887.7,3459.4,3800.0,37943.5,3518646.8,3570000
read,3144.3,5952.6,117.4,1588.1,1755.2,3306.3,3653.0,37261.2,3527658.1,3580000
read,3290.7,5477.6,97.0,1738.4,1886.5,3444.0,3772.7,37594.9,3536572.7,3590000
read,3329.3,5838.3,72.9,1726.5,1874.6,3452.1,3807.6,37722.9,3547659.3,3600000
read,3289.2,6071.6,129.1,1717.0,1860.7,3405.5,3760.3,37662.0,3548484.4,3610000
read,3094.7,6046.0,72.9,1552.2,1718.8,3270.5,3620.9,37194.2,3560941.8,3620000
read,3004.3,5313.0,88.2,1468.3,1660.8,3226.3,3564.6,37072.6,3553153.5,3630000
read,3267.9,5303.2,66.3,1715.3,1854.1,3401.3,3750.2,37496.5,3581671.7,3640000
read,3093.1,5367.2,72.9,1542.7,1716.1,3274.6,3613.2,37169.5,3588649.0,3650000
read,3220.5,5382.1,88.2,1667.9,1808.9,3356.5,3716.4,37319.5,3596292.9,3660000
read,3081.4,5670.6,80.2,1571.3,1733.4,3262.8,3596.1,37106.2,3588599.2,3670000
read,3178.4,5775.7,66.3,1640.0,1784.7,3297.2,3650.7,37331.6,3597707.2,3680000
read,3251.0,5572.5,129.1,1717.4,1856.4,3375.4,3688.3,37651.6,3633005.5,3690000
read,3210.4,5481.9,60.2,1665.8,1804.4,3324.7,3660.4,37525.5,3635068.6,3700000
read,3110.0,5022.2,66.3,1578.4,1737.4,3283.3,3617.6,37153.2,3639508.2,3710000
read,3032.8,5334.2,66.3,1471.0,1652.2,3229.7,3579.7,37254.7,3637887.7,3720000
read,3007.2,5413.7,72.9,1541.5,1697.1,3220.2,3556.6,36771.1,3647034.2,3730000
read,3135.5,5598.7,97.0,1619.9,1763.3,3275.3,3608.7,37412.7,3653150.1,3740000
read,3192.5,6220.0,97.0,1696.3,1818.1,3311.4,3627.7,37345.3,3685710.2,3750000
read,3154.6,6112.3,142.0,1651.8,1787.1,3289.7,3622.9,37214.0,3684912.7,3760000
read,3135.1,5944.4,106.7,1619.7,1763.9,3270.3,3603.9,37233.0,3692316.3,3770000
read,3092.2,5646.6,66.3,1580.5,1729.0,3242.5,3585.6,37215.1,3694579.8,3780000
read,2700.9,5450.2,60.2,995.2,1303.0,2996.0,3349.0,36520.7,3671616.9,3790000
read,3158.9,5553.4,60.2,1631.9,1769.8,3271.9,3607.0,37464.1,3723656.9,3800000
read,2974.5,5156.4,97.0,1492.7,1651.6,3166.0,3507.6,37037.7,3679207.0,3810000
read,3027.2,5402.3,72.9,1548.3,1698.7,3224.3,3560.8,36929.1,3715278.4,3820000
read,2733.4,5056.1,54.8,1192.4,1423.1,3038.9,3398.1,36180.0,3709722.8,3830000
read,2664.3,5067.8,60.2,1002.7,1292.7,2989.7,3358.6,36364.4,3701316.0,3840000
read,3064.9,5565.8,117.4,1560.5,1706.3,3218.7,3562.5,37291.4,3735947.7,3850000
read,2979.6,5449.9,72.9,1512.6,1666.3,3194.1,3536.2,36827.7,3726529.1,3860000
read,3063.6,5356.4,60.2,1579.1,1719.8,3212.7,3557.2,37191.6,3740294.9,3870000
read,2628.1,4945.9,60.2,1037.7,1301.0,2961.6,3287.9,36004.5,3693929.7,3880000
read,2542.6,4936.8,60.2,932.2,1206.9,2914.0,3261.2,35830.6,3707541.4,3890000
read,2766.2,5164.7,60.2,1197.6,1438.4,3001.8,3362.4,36527.2,3672565.5,3900000
read,2727.5,5188.2,66.3,1189.7,1419.7,3005.8,3350.4,36249.8,3728433.0,3910000
read,2812.6,5324.7,72.9,1246.5,1462.8,3055.6,3422.7,36745.7,3718358.7,3920000
read,3087.8,5447.7,156.2,1607.1,1743.5,3230.2,3566.9,37160.7,3779443.6,3930000
read,2446.8,5030.2,54.8,779.8,1088.2,2850.6,3212.1,35136.8,3725169.3,3940000
read,3167.0,5422.0,142.0,1636.4,1769.9,3275.1,3609.8,37251.9,3766936.3,3950000
read,3019.3,5306.6,80.2,1547.4,1692.3,3201.3,3542.3,37039.9,3786331.7,3960000
read,2877.4,5461.7,60.2,1399.6,1569.7,3114.0,3461.7,36760.5,3775188.7,3970000
read,3040.9,5595.8,80.2,1545.5,1684.0,3205.1,3556.4,37230.9,3794762.8,3980000
read,2504.9,5091.4,54.8,822.6,1137.0,2907.9,3259.6,34959.3,3763536.3,3990000
read,2763.5,5360.8,60.2,1197.5,1421.6,3033.0,3397.2,36599.8,3779183.4,4000000
